theta1,theta2,theta3,x,y,phi
0.76,-1.39,0.18,24.33,-3.35,-25.78
2.16,-1.57,-0.29,12.31,16.83,17.19
2.63,-2.85,0.72,9.82,7.51,28.65
0.52,-2.84,0.37,-1.83,-11.64,-111.73
0.08,-1.07,-0.32,18.03,-17.22,-75.06
1.04,-0.46,-0.29,23.01,16.96,16.62
1.16,-1.29,-1.43,14.02,-2.13,-89.38
1.48,-2.32,-1.11,3.88,-6.78,-111.73
1.08,-2.83,0.65,7.47,-9.93,-63.03
2.63,-2.6,-1.25,4.71,-4.2,-69.9
0.42,-1.24,-0.47,18.72,-12.84,-73.91
2.07,-1.35,-0.69,12.73,15.67,1.72
2.17,-2.44,1.21,9.9,13.67,53.86
2.88,-2.29,0.76,0.84,17.91,77.35
2.54,-0.79,0.47,-16.07,23.47,127.2
0.65,-1.98,-0.18,10.95,-13.64,-86.52
1.94,-1.08,0.72,2.82,26.9,90.53
0.4,-1.37,1.37,24.07,-0.46,22.92
2.41,-3.09,-1.13,-2.03,-9.32,-103.71
1.64,-2.53,-0.32,9.13,-7.15,-69.33
1.31,-2.26,1.03,18.36,2.33,4.58
1.43,-0.7,0.68,10.46,26.44,80.79
0.86,-1.47,0.92,24.24,4.9,17.76
2.9,-1.59,-0.65,0.77,18.19,37.82
1.3,-1.98,1.14,19.41,7.79,26.36
3.09,-2.2,1.37,-10.05,16.0,129.49
0.34,-0.97,-0.41,22.57,-11.18,-59.59
0.5,-1.78,1.55,21.28,-2.12,15.47
0.33,-1.36,-1.1,9.3,-13.81,-122.04
0.43,-1.89,-0.05,10.8,-15.75,-86.52
2.44,-3.05,0.84,10.29,3.01,13.18
2.93,-2.92,0.14,10.11,3.69,8.59
2.33,-2.72,1.22,9.11,10.83,47.56
1.74,-2.47,-0.06,12.81,-3.92,-45.26
0.34,-0.99,-0.99,16.7,-12.69,-93.97
2.95,-2.8,-0.94,7.11,-3.7,-45.26
0.46,-0.11,-1.04,26.07,1.5,-39.53
0.73,-0.83,-1.15,20.56,-3.82,-71.62
0.82,-2.91,1.22,8.31,-9.01,-49.85
2.29,-2.84,-1.42,-1.95,-6.92,-112.87
0.89,-1.99,1.18,20.8,-0.34,4.58
0.9,-1.34,0.87,24.35,7.74,24.64
1.38,-0.46,-0.24,15.73,24.06,38.96
2.27,-1.29,0.96,-4.47,25.28,111.15
2.75,-0.59,-1.18,-9.23,20.44,56.15
0.26,-0.52,1.17,25.47,7.9,52.14
0.6,-1.76,0.95,22.03,-5.61,-12.03
0.62,-1.06,-0.53,22.84,-6.7,-55.58
1.71,-0.32,-1.13,10.07,22.31,14.9
1.61,-0.75,-1.45,14.44,12.01,-33.8
0.68,-1.13,-1.42,13.83,-7.62,-107.14
2.22,-2.36,0.2,13.84,7.17,3.44
1.19,-3.01,0.68,5.43,-9.49,-65.32
1.99,-1.15,1.11,-1.1,25.87,111.73
1.41,-0.11,-0.96,13.7,22.84,19.48
3.08,-0.33,1.14,-26.55,-2.37,222.88
0.91,-2.77,-1.26,-6.71,-1.91,-178.76
1.29,-2.36,-0.34,9.17,-9.03,-80.79
1.57,-2.51,0.77,15.76,0.23,-9.74
2.83,-0.59,0.29,-23.91,16.65,144.96
0.71,-0.57,0.75,23.78,15.68,50.99
1.71,-0.57,-0.57,11.21,24.39,32.66
0.61,-0.39,0.42,25.98,13.88,36.67
0.54,-0.9,0.31,27.92,1.12,-2.86
1.42,-1.67,0.66,20.36,11.4,23.49
0.41,-0.11,-0.4,28.67,5.94,-5.73
1.73,-0.75,0.61,3.79,28.18,91.1
1.44,-1.65,-1.51,9.6,-2.06,-98.55
1.2,-2.48,-0.49,4.51,-10.06,-101.41
1.58,-1.2,-0.97,17.5,8.15,-33.8
2.81,-2.42,-1.34,5.61,-1.08,-54.43
1.63,-2.88,0.48,9.74,-6.47,-44.12
1.61,-1.39,-1.32,13.9,3.26,-63.03
1.12,-1.26,0.59,23.26,11.96,25.78
0.83,-2.74,0.74,7.32,-11.26,-67.04
0.81,-0.46,-0.79,25.34,6.41,-25.21
0.96,-2.48,-0.61,0.94,-10.27,-122.04
2.13,-0.9,1.02,-8.24,25.68,128.92
1.41,-0.36,0.32,8.57,28.34,78.5
1.34,-1.01,0.85,15.56,22.22,67.61
0.09,-1.28,-1.07,7.32,-16.1,-129.49
0.38,-0.12,-0.13,28.87,7.58,7.45
0.77,-0.84,0.15,27.12,7.06,4.58
3.09,-1.61,1.43,-18.81,12.77,166.73
1.42,-0.68,0.9,8.2,26.61,93.97
1.28,-1.66,0.3,22.12,5.07,-4.58
0.42,-1.4,1.38,23.91,-0.33,22.92
0.17,-2.76,0.85,-0.35,-13.41,-99.69
0.75,-0.73,-0.95,23.29,-1.0,-53.29
2.87,-1.31,-0.87,-1.81,19.05,39.53
2.88,-1.37,-1.25,0.61,15.14,14.9
3.02,-1.85,0.71,-9.07,19.95,107.72
1.66,-2.1,-0.07,16.88,0.82,-29.22
0.83,-3.04,0.37,-1.88,-10.29,-105.42
0.13,-1.09,-1.18,10.26,-15.32,-122.61
1.71,-2.36,0.98,16.03,7.09,18.91
0.83,-1.93,1.02,21.25,-2.33,-4.58
0.08,-0.05,1.21,23.21,10.56,71.05
1.33,-3.14,-0.83,-8.75,-4.81,-151.26
0.48,-1.3,1.26,24.74,1.57,25.21
0.23,-1.08,1.26,25.51,-1.25,23.49
1.87,-1.63,0.45,14.48,18.3,39.53
2.72,-1.46,-0.46,0.9,20.79,45.84
1.03,-0.38,1.36,8.86,23.68,115.16
2.22,-0.1,1.51,-20.1,11.8,207.98
2.7,-0.13,1.37,-24.43,2.52,225.75
2.62,-0.05,-0.44,-22.39,18.87,122.04
0.86,-2.78,0.43,3.91,-11.79,-85.37
2.62,-2.43,-0.1,11.11,7.77,5.16
1.26,-2.15,-0.95,6.69,-7.89,-105.42
2.88,-2.33,-0.72,8.72,6.12,-9.74
2.35,-2.81,-0.93,3.73,-7.16,-79.64
2.95,-2.34,-1.34,5.83,0.96,-41.83
1.18,-0.31,0.23,14.79,25.8,63.03
1.95,-2.51,-0.56,9.13,-5.02,-64.17
1.21,-2.86,1.42,12.48,-2.89,-13.18
3.01,-1.8,-1.02,3.44,12.56,10.89
1.69,-1.82,0.65,17.4,13.6,29.79
2.49,-2.88,-0.32,8.88,-4.26,-40.68
1.24,-1.25,1.43,14.75,19.24,81.36
2.13,-1.63,-1.05,12.0,8.04,-31.51
0.49,-0.96,0.84,27.06,3.79,21.2
2.88,-1.41,0.48,-12.36,21.83,111.73
0.14,-1.77,0.11,9.82,-18.57,-87.09
0.66,-1.69,-0.56,12.86,-12.44,-91.1
3.01,-0.22,0.74,-28.56,0.97,202.25
0.07,-0.01,1.4,21.06,11.24,83.65
2.63,-2.75,-0.4,9.89,-1.27,-29.79
2.89,-1.74,0.74,-8.74,21.11,108.29
1.09,-2.35,-0.92,1.96,-8.86,-124.9
1.19,-0.05,1.46,-0.68,23.53,148.97
0.46,-0.22,-0.74,27.45,2.02,-28.65
3.02,-1.75,1.21,-14.85,16.91,142.09
1.2,-0.4,0.7,11.3,26.47,85.94
2.75,-0.64,0.14,-20.66,20.18,128.92
1.67,-2.47,1.37,14.4,8.17,32.66
2.24,-2.25,0.94,9.77,15.76,53.29
2.8,-1.25,1.11,-18.08,17.98,152.41
0.13,-1.86,0.01,6.84,-18.47,-98.55
3.11,-1.11,0.92,-23.91,11.61,167.3
2.95,-1.78,1.35,-14.05,16.94,144.39
1.14,-1.33,0.32,23.91,8.49,7.45
0.48,-2.06,0.77,15.67,-12.62,-46.41
0.3,-2.18,-0.5,-0.73,-13.47,-136.36
2.68,-2.39,0.27,9.1,12.63,32.09
1.89,-0.51,-0.06,1.24,29.0,75.63
2.86,-1.34,0.43,-12.8,22.06,111.73
1.88,-0.75,0.55,0.13,28.51,96.26
1.52,-3.01,-0.99,-6.58,-6.12,-142.09
2.44,-1.11,-1.15,4.59,17.96,10.31
3.01,-1.88,-1.48,3.75,6.93,-20.05
2.2,-1.8,1.2,3.03,21.97,91.67
1.67,-1.27,-1.21,15.12,6.6,-46.41
1.86,-2.65,0.69,14.14,1.48,-5.73
0.28,-0.1,-1.52,21.74,-5.18,-76.78
0.52,-2.65,-1.19,-6.47,-1.73,-190.22
0.93,-1.91,-1.36,4.59,-7.47,-134.07
2.65,-2.64,-0.39,10.47,1.11,-21.77
2.03,-1.99,-0.4,14.92,5.84,-20.63
0.01,-0.41,-0.75,23.29,-12.92,-65.89
2.87,-1.03,-0.84,-6.89,20.74,57.3
2.93,-1.46,-1.31,1.1,13.64,9.17
2.32,-0.48,0.14,-13.45,26.14,113.45
1.73,-2.73,1.12,13.75,2.66,6.88
1.68,-0.96,0.83,6.64,26.53,88.81
0.72,-0.24,-0.99,25.12,6.33,-29.22
1.62,-0.05,0.43,-4.65,29.08,114.59
2.26,-0.28,0.04,-14.68,25.9,115.74
0.84,-1.75,0.55,22.17,-3.97,-20.63
0.06,-1.35,1.47,22.59,-7.22,10.31
0.23,-2.69,-0.67,-8.03,-4.14,-179.34
0.35,-3.06,-0.71,-9.3,1.99,-195.95
0.39,-2.72,0.24,-2.6,-12.13,-119.75
1.35,-0.32,0.64,6.35,28.28,95.68
1.69,-2.18,1.09,15.89,10.87,34.38
2.6,-1.3,1.55,-15.47,17.67,163.29
2.41,-2.99,1.55,6.58,9.45,55.58
1.39,-1.32,0.9,17.43,18.79,55.58
2.43,-2.15,-0.61,11.5,6.05,-18.91
1.08,-2.84,-0.1,-0.02,-10.59,-106.57
1.38,-3.07,1.52,10.56,-1.8,-9.74
2.34,-0.11,-0.44,-15.26,24.85,102.56
0.82,-1.74,0.14,19.99,-7.68,-44.69
0.86,-1.6,-0.13,20.36,-6.81,-49.85
1.55,-0.01,-1.49,10.5,20.49,2.86
0.18,-2.57,-1.42,-5.32,1.16,-218.3
0.18,-1.47,-0.22,13.22,-17.8,-86.52
1.39,-0.79,-1.19,18.36,9.92,-33.8
0.33,-1.28,0.68,24.91,-7.56,-15.47
1.06,-3.1,-1.04,-9.61,-0.81,-176.47
1.39,-0.43,0.23,11.25,27.31,68.18
1.06,-1.0,1.28,17.16,19.06,76.78
3.0,-0.31,-1.02,-19.89,15.73,95.68
0.95,-1.19,-0.16,24.74,1.86,-22.92
0.96,-0.32,1.03,12.77,24.11,95.68
3.05,-1.63,-1.13,1.13,13.66,16.62
2.7,-1.69,-1.03,6.28,12.54,-1.15
2.35,-2.23,-1.14,8.13,-0.21,-58.44
2.45,-1.64,1.01,-3.27,23.31,104.28
2.67,-0.82,0.64,-19.62,20.22,142.67
2.72,-2.94,0.04,10.47,0.12,-10.31
1.15,-0.55,0.57,16.24,23.98,67.04
1.54,-2.85,1.06,12.58,-2.14,-14.32
1.44,-1.44,0.2,21.1,11.9,11.46
2.08,-2.5,1.0,12.62,10.13,33.23
1.7,-1.65,-0.37,18.19,7.27,-18.33
2.17,-1.7,1.29,1.4,22.61,100.84
1.98,-0.23,0.64,-13.07,25.84,136.94
0.08,-1.41,1.46,22.27,-7.62,7.45
2.5,-0.67,-1.33,-1.8,20.44,28.65
1.29,-2.27,-0.01,13.83,-7.06,-56.72
2.35,-3.11,-0.76,0.73,-9.76,-87.09
2.94,-2.49,1.42,-3.74,15.91,107.14
0.6,-2.63,1.15,10.19,-11.03,-50.42
2.34,-0.84,0.34,-8.91,26.8,105.42
1.29,-0.39,1.49,1.68,24.27,136.94
0.77,-0.79,-0.25,26.81,4.09,-15.47
0.39,-2.09,0.55,12.05,-15.24,-65.89
2.97,-0.9,0.59,-23.5,15.12,152.41
0.08,-0.27,-0.65,26.46,-8.54,-48.13
0.04,-0.08,0.78,27.37,6.74,42.4
2.35,-0.83,0.79,-13.26,24.49,132.35
1.19,-2.68,-1.18,-4.38,-5.23,-152.98
3.02,-1.71,-0.55,-0.1,17.76,43.54
2.39,-0.57,-0.4,-8.27,26.41,81.36
2.22,-3.02,1.54,8.31,7.53,42.4
1.68,-0.85,-0.13,13.31,23.76,40.11
3.02,-1.45,-1.25,-0.43,14.36,18.33
3.0,-0.56,0.47,-27.27,10.16,166.73
2.12,-1.12,0.48,1.09,26.9,84.8
0.06,-1.93,-0.84,-2.05,-13.14,-155.27
0.71,-1.82,-0.69,9.76,-12.18,-103.13
3.11,-2.33,0.5,-0.02,16.93,73.34
1.5,-0.06,0.55,-2.06,29.02,114.02
0.9,-2.33,-1.49,-2.14,-4.27,-167.3
2.4,-2.32,1.2,5.46,17.13,73.34
2.2,-1.93,0.21,12.62,15.37,27.5
1.46,-0.9,1.4,5.78,24.5,112.3
2.52,-2.83,-0.05,10.75,-0.75,-20.63
0.44,-1.52,0.67,22.93,-8.55,-23.49
0.63,-2.74,-1.03,-7.05,-2.71,-179.91
0.78,-2.62,1.57,14.09,-5.27,-15.47
3.05,-0.73,-1.09,-13.43,17.66,70.47
0.05,-1.87,-0.52,0.57,-16.38,-134.07
0.22,-0.24,1.3,22.62,11.56,73.34
2.2,-0.43,0.29,-12.56,26.71,118.03
1.52,-0.24,-1.38,13.32,18.57,-5.73
0.43,-1.02,-0.22,24.29,-8.64,-46.41
1.25,-2.39,-0.88,2.99,-8.6,-115.74
2.88,-1.21,1.24,-20.38,14.83,166.73
2.18,-0.65,1.18,-14.4,22.38,155.27
1.4,-2.67,-1.57,-4.89,-2.67,-162.72
0.37,-2.06,0.91,15.24,-13.35,-44.69
3.03,-1.28,-0.1,-12.51,20.92,94.54
0.36,-0.98,0.93,27.02,0.76,17.76
0.37,-0.4,-0.14,29.17,1.62,-9.74
1.78,-2.79,0.94,13.22,0.61,-4.01
0.5,-1.5,-0.87,11.23,-13.18,-107.14
0.64,-2.56,-1.56,-4.83,-0.1,-199.39
3.13,-0.37,-1.05,-20.67,13.74,97.98
0.12,-0.87,-0.26,22.56,-14.09,-57.87
3.09,-2.61,1.56,-5.64,14.05,116.88
1.6,-0.16,-0.82,9.15,25.72,35.52
0.67,-0.47,0.17,26.96,11.81,21.2
2.62,-0.37,1.07,-24.79,10.99,190.22
2.5,-0.57,-0.11,-13.99,25.04,104.28
2.19,-0.76,-0.78,3.56,24.1,37.24
0.92,-2.7,0.85,9.96,-9.84,-53.29
0.04,-1.5,-1.39,1.52,-12.41,-163.29
3.03,-2.84,-0.19,9.88,3.0,0.0
3.06,-0.91,1.24,-25.13,6.73,194.23
2.02,-1.42,1.27,0.96,24.21,107.14
3.0,-0.37,1.22,-26.21,-0.2,220.59
1.41,-2.24,-0.43,11.41,-7.03,-72.19
3.01,-2.52,-0.23,8.57,8.59,14.9
1.78,-2.89,1.14,12.37,1.12,1.72
1.99,-1.79,-1.13,11.71,3.1,-53.29
2.34,-1.29,-0.77,7.63,18.62,16.04
3.04,-1.51,0.14,-10.53,20.96,95.68
2.06,-0.89,0.01,3.01,27.28,67.61
1.54,-2.44,-1.45,-0.5,-4.95,-134.65
0.69,-0.73,1.17,21.97,15.01,64.74
1.35,-2.55,-0.76,2.02,-8.82,-112.3
2.14,-2.4,-0.04,13.83,2.9,-17.19
2.2,-0.35,-1.34,0.09,22.58,29.22
0.63,-2.55,-0.21,-0.65,-11.98,-122.04
1.88,-2.99,0.2,7.54,-7.33,-52.14
1.83,-2.1,0.4,16.99,8.29,7.45
2.57,-0.11,0.28,-25.38,15.62,156.99
1.12,-0.44,-0.07,20.33,21.02,34.95
2.03,-2.24,0.62,14.52,10.87,23.49
0.92,-0.79,1.12,19.13,18.74,71.62
1.17,-3.11,0.08,-2.56,-9.7,-106.57
1.37,-0.24,-0.42,13.84,25.36,40.68
1.92,-0.45,0.36,-4.98,29.01,104.85
1.92,-2.07,0.83,14.24,14.19,38.96
1.73,-2.36,-1.22,3.74,-5.63,-106.0
2.85,-2.81,-1.41,2.41,-6.52,-78.5
1.12,-1.09,1.41,15.66,19.22,82.51
1.98,-0.1,-1.31,1.4,24.1,32.66
2.13,-0.33,-0.48,-5.1,27.9,75.63
2.72,-1.42,-0.08,-3.01,23.12,69.9
3.03,-2.28,-1.31,5.85,2.62,-32.09
1.05,-1.59,0.26,23.16,0.77,-16.04
3.0,-0.18,-0.55,-25.82,12.23,130.06
2.18,-0.41,-1.57,2.1,19.99,11.46
0.98,-2.95,0.09,-1.36,-10.43,-107.72
3.09,-2.13,0.73,-5.44,18.64,96.83
1.84,-1.15,-0.2,13.88,20.71,28.07
3.06,-0.84,0.86,-25.99,9.4,176.47
2.55,-1.16,1.51,-16.21,17.81,166.16
0.5,-2.55,-1.1,-5.83,-4.0,-180.48
1.26,-1.84,0.22,20.78,0.52,-20.63
0.07,-0.8,-1.43,11.87,-14.28,-123.76
0.03,-2.23,1.17,9.26,-16.36,-59.01
0.39,-1.41,0.43,22.79,-10.28,-33.8
0.07,-0.94,-0.53,18.12,-16.8,-80.21
0.08,-2.14,1.1,11.0,-16.22,-55.0
2.28,-1.3,0.49,0.06,25.84,84.22
0.63,-0.35,-0.02,27.35,11.23,14.9
0.05,-2.12,-1.41,-4.23,-4.96,-199.39
1.83,-0.01,0.69,-13.1,25.26,143.81
0.82,-0.17,1.51,9.23,21.68,123.76
0.18,-2.77,-0.78,-8.42,-1.19,-193.09
2.27,-0.74,0.7,-12.15,25.55,127.77
0.52,-1.01,-0.13,25.64,-5.55,-35.52
3.06,-0.43,-0.14,-26.64,11.78,142.67
2.76,-3.02,-1.15,1.98,-8.72,-80.79
1.91,-1.97,1.46,8.35,18.69,80.21
0.39,-2.92,0.22,-5.68,-9.33,-132.35
1.87,-2.07,-0.6,13.82,0.4,-45.84
2.3,-2.29,0.05,13.32,8.16,3.44
2.97,-2.21,-1.4,5.42,2.62,-36.67
1.09,-1.24,-1.07,17.95,-2.02,-69.9
0.22,-2.08,-0.41,0.47,-15.06,-130.06
2.98,-3.02,0.52,8.99,5.83,27.5
2.45,-0.63,0.48,-16.83,23.53,131.78
3.09,-2.41,0.22,4.01,14.64,51.57
0.75,-2.71,-0.06,-0.82,-11.44,-115.74
1.16,-2.54,-0.89,-0.55,-8.3,-130.06
0.7,-2.63,0.86,8.93,-11.69,-61.31
1.09,-0.27,-1.49,19.29,9.97,-38.39
0.72,-1.58,-0.47,16.43,-10.7,-76.2
2.31,-2.41,0.75,11.17,12.44,37.24
2.57,-1.07,-1.09,1.47,19.37,23.49
2.97,-0.46,0.36,-27.56,10.29,164.44
0.26,-3.03,0.22,-7.95,-6.64,-146.1
2.74,-2.8,-0.65,8.36,-3.21,-40.68
1.06,-2.98,1.09,8.22,-8.05,-47.56
1.16,-2.52,1.2,15.96,-2.2,-9.17
0.9,-1.14,0.84,24.18,11.1,34.38
2.6,-1.73,1.33,-8.01,20.88,126.05
1.31,-3.13,-1.39,-9.86,0.65,-183.92
2.16,-1.95,-0.42,14.0,8.31,-12.03
0.14,-0.92,-0.86,16.32,-15.61,-93.97
2.59,-2.29,0.13,10.13,12.36,24.64
1.2,-2.92,0.69,7.29,-9.14,-59.01
2.38,-1.33,0.35,-0.56,25.43,80.21
1.23,-2.76,-0.07,3.46,-10.56,-91.67
1.59,-1.52,-0.46,19.03,6.9,-22.35
2.87,-0.08,-0.54,-25.3,13.91,128.92
1.05,-2.78,0.94,10.43,-8.3,-45.26
1.54,-2.25,0.19,16.57,-1.49,-29.79
2.15,-0.14,-0.17,-12.39,27.06,105.42
0.6,-2.39,1.21,14.44,-9.59,-33.23
1.6,-1.47,0.35,18.49,15.91,27.5
0.37,-1.02,-0.76,18.89,-12.31,-80.79
0.6,-0.26,0.22,26.15,14.29,32.09
1.77,-1.44,-0.9,15.9,7.65,-32.66
0.92,-1.05,-0.91,21.04,-1.96,-59.59
2.13,-1.31,1.19,-2.74,24.84,115.16
0.38,-0.15,-0.31,28.99,5.19,-4.58
1.01,-2.67,-0.32,0.45,-10.67,-113.45
0.12,-0.98,0.78,26.42,-7.18,-4.58
3.04,-0.44,-1.28,-16.04,15.86,75.63
0.17,-2.4,0.16,-1.06,-14.99,-118.6
0.33,-0.44,0.45,28.83,5.48,19.48
2.64,-2.06,1.28,-3.26,19.87,106.57
2.17,-0.47,-1.01,0.78,24.54,39.53
2.93,-1.04,0.86,-22.16,15.41,157.56
2.38,-0.26,1.37,-21.86,12.02,199.96
1.14,-1.83,-1.25,8.28,-6.61,-111.15
1.67,-1.24,-1.36,14.08,6.1,-53.29
2.58,-0.57,0.99,-22.62,15.79,171.89
1.56,-0.03,-0.48,5.49,28.67,60.16
1.54,-0.33,-1.29,13.81,18.55,-4.58
1.4,-2.29,-1.51,0.62,-4.67,-137.51
3.07,-1.21,-0.68,-9.02,19.55,67.61
0.51,-0.73,-0.75,24.14,-5.55,-55.58
0.41,-2.16,0.48,10.35,-15.4,-72.77
1.97,-2.19,1.0,12.98,14.06,44.69
3.08,-1.64,-0.41,-3.53,19.1,59.01
2.78,-1.3,-1.23,1.24,15.97,14.32
0.25,-1.52,-1.5,3.33,-10.71,-158.71
1.97,-2.5,-0.8,7.13,-5.55,-76.2
1.16,-1.73,1.36,19.45,10.88,45.26
0.95,-1.73,-0.89,11.94,-8.85,-95.68
2.08,-0.31,-0.12,-7.64,28.5,94.54
0.95,-2.12,-0.69,6.87,-10.66,-106.57
0.57,-1.27,-0.27,21.72,-9.29,-55.58
2.62,-2.03,-1.14,8.16,5.32,-31.51
0.33,-2.75,-0.06,-5.94,-9.51,-142.09
0.44,-2.21,1.17,15.32,-11.19,-34.38
2.58,-1.91,0.83,0.08,21.51,85.94
2.3,-1.94,-0.48,12.62,9.78,-6.88
3.01,-1.38,1.52,-20.5,11.21,180.48
0.86,-3.13,1.24,5.24,-8.65,-59.01
1.16,-2.77,-1.18,-5.79,-4.27,-159.86
2.96,-2.36,1.36,-5.38,16.7,112.3
0.99,-2.13,1.08,19.64,-1.33,-3.44
3.12,-0.57,-1.49,-13.41,14.52,60.73
0.32,-0.57,-1.56,16.81,-9.04,-103.71
1.77,-1.47,0.93,10.92,22.18,70.47
2.82,-2.81,0.66,8.35,9.47,38.39
0.24,-0.97,-0.34,21.97,-13.06,-61.31
1.19,-3.14,1.3,7.98,-6.06,-37.24
1.91,-1.09,0.69,4.1,26.72,86.52
0.12,-1.03,-1.28,10.26,-14.84,-125.48
3.06,-0.73,1.22,-26.03,4.1,203.4
0.91,-2.5,-0.83,-1.56,-8.71,-138.66
1.0,-0.88,-0.85,22.78,2.94,-41.83
0.44,-0.79,-1.09,19.75,-9.08,-82.51
0.26,-1.75,-1.57,0.5,-8.21,-175.33
0.65,-0.48,0.15,27.31,10.89,18.33
0.68,-2.42,0.21,6.5,-13.56,-87.66
0.52,-0.99,-1.57,13.07,-8.48,-116.88
0.04,-1.42,0.94,20.94,-13.68,-25.21
1.67,-0.36,0.57,-1.45,29.14,107.72
1.05,-0.97,1.43,15.55,19.45,86.52
2.01,-2.51,-0.57,9.32,-4.52,-61.31
2.8,-0.19,-1.52,-13.42,17.29,62.45
1.59,-0.42,1.41,-4.75,24.53,147.82
2.05,-2.33,0.73,14.0,10.46,25.78
1.05,-2.41,-1.49,-2.51,-3.98,-163.29
0.1,-1.95,1.56,16.78,-11.47,-16.62
0.49,-0.15,1.35,17.06,17.97,96.83
0.23,-3.07,0.67,-5.45,-8.95,-124.33
1.18,-0.27,-0.28,18.03,23.03,36.1
1.3,-0.36,-0.6,18.0,21.05,19.48
0.64,-0.24,1.18,17.14,19.87,90.53
1.08,-0.71,-1.18,20.93,5.19,-46.41
0.86,-1.51,0.1,23.01,-3.7,-31.51
0.27,-1.78,-1.11,1.58,-12.3,-150.11
2.12,-2.36,1.01,11.67,13.11,44.12
2.79,-0.43,-0.26,-21.53,19.12,120.32
1.97,-1.77,1.19,7.71,21.04,79.64
0.46,-2.68,-1.03,-7.03,-2.44,-186.21
0.26,-2.54,-1.43,-5.28,0.36,-212.57
1.95,-1.34,-0.06,13.02,20.25,31.51
2.66,-0.18,-1.14,-14.47,20.51,76.78
2.0,-0.42,-0.64,1.64,27.17,53.86
1.42,-2.48,-1.05,1.26,-7.42,-120.89
2.86,-3.01,-0.99,4.46,-7.8,-65.32
1.27,-3.03,-0.28,-3.44,-9.19,-116.88
1.37,-3.12,1.12,8.29,-5.93,-36.1
0.43,-2.26,0.74,11.15,-14.36,-62.45
1.68,-0.56,-1.01,13.21,20.04,6.3
1.19,-0.46,1.02,9.39,25.79,100.27
1.56,-3.12,-1.05,-8.4,-5.07,-149.54
1.37,-2.04,-1.14,7.46,-6.13,-103.71
2.82,-3.08,0.14,10.1,-0.61,-6.88
0.65,-2.06,0.59,16.38,-11.13,-46.98
0.02,-1.48,-1.55,1.19,-11.05,-172.46
0.52,-1.95,-0.7,4.78,-13.41,-122.04
0.65,-1.68,0.19,19.78,-9.97,-48.13
1.24,-0.57,-0.82,20.97,14.17,-8.59
1.32,-2.74,0.43,9.47,-8.56,-56.72
1.08,-0.12,0.73,9.26,26.94,96.83
3.08,-1.19,0.04,-16.63,19.47,110.58
2.32,-3.09,0.32,9.37,-3.99,-25.78
0.58,-1.6,-1.18,7.71,-11.13,-126.05
2.48,-2.72,-0.95,5.54,-5.52,-68.18
1.04,-2.23,0.95,18.49,-3.04,-13.75
0.37,-2.73,0.29,-2.56,-12.21,-118.6
0.2,-2.27,1.25,11.84,-14.1,-46.98
0.4,-0.84,-0.52,23.99,-8.56,-55.0
2.46,-1.33,-1.48,5.89,11.92,-20.05
1.91,-2.71,0.05,10.96,-4.56,-42.97
2.49,-1.53,0.95,-5.54,23.69,109.43
1.35,-3.08,1.29,9.65,-4.38,-25.21
1.49,-1.82,0.45,20.2,7.92,6.88
2.48,-0.23,-0.65,-14.46,23.92,91.67
0.05,-1.52,-1.04,2.92,-15.35,-143.81
2.96,-3.05,1.45,2.22,10.69,77.92
1.96,-2.6,0.64,14.23,3.28,-0.0
0.99,-3.1,1.36,7.67,-7.04,-42.97
2.14,-1.27,0.23,5.59,24.98,63.03
1.58,-2.39,1.46,14.76,8.81,37.24
1.58,-2.08,0.32,18.52,3.42,-10.31
1.86,-0.58,0.09,2.01,28.96,78.5
0.41,-2.66,-0.41,-5.97,-8.43,-152.41
2.21,-2.96,0.52,11.09,-1.07,-13.18
2.84,-0.52,0.49,-25.81,13.55,161.0
2.12,-2.3,-1.36,4.93,-3.26,-88.24
0.54,-1.23,0.19,25.07,-6.02,-28.65
0.01,-0.47,0.89,28.05,-0.17,24.64
1.94,-2.73,-0.38,7.33,-6.98,-67.04
2.17,-1.24,0.95,-2.7,25.8,107.72
0.68,-3.0,0.61,-0.42,-10.94,-97.98
2.23,-3.01,-0.78,1.09,-9.13,-89.38
0.21,-2.46,0.41,0.84,-15.34,-105.42
0.52,-1.95,0.87,18.55,-10.24,-32.09
2.85,-2.66,0.38,8.66,10.16,32.66
0.66,-1.93,-0.47,9.18,-13.28,-99.69
1.93,-1.72,-0.53,15.76,8.3,-18.33
0.99,-0.47,-1.09,22.58,7.93,-32.66
1.97,-1.03,1.0,-1.6,26.62,111.15
2.86,-1.37,0.95,-16.44,19.2,139.8
2.34,-2.54,1.39,6.56,14.48,68.18
0.77,-0.09,-1.18,23.73,8.46,-28.65
2.85,-1.22,-1.15,-1.3,17.48,27.5
0.59,-0.28,1.1,19.43,18.49,80.79
2.5,-2.71,-1.32,2.18,-6.09,-87.66
1.48,-2.63,-0.01,8.98,-8.34,-66.46
0.59,-1.86,-0.79,6.57,-12.81,-118.03
1.46,-0.6,1.17,3.2,26.48,116.31
0.4,-0.72,-0.22,27.28,-4.39,-30.94
2.61,-2.99,0.8,9.8,5.44,24.06
0.16,-1.8,0.14,9.89,-18.36,-85.94
1.77,-2.44,0.79,15.79,4.79,6.88
2.91,-1.5,1.3,-17.21,16.35,155.27
0.39,-2.34,-0.49,-2.09,-11.94,-139.8
2.16,-0.36,-1.37,1.26,22.22,24.64
0.12,-0.21,-0.32,29.06,-3.69,-23.49
